UniqueID,Keyword
G19QF2R27F_YW1162YVTUES9AM,Moldova's Defense Ministry|accusations|self-proclaimed authorities|Russian-backed breakaway region|Transnistria|Chisinau|training soldiers|Ukrainians|terrorist actions|TV8|Ukrainian soldiers|Russian state-run news outlet TASS|Institute for the Study of War|ISW|Russian media|political instability|division|Russian troops|propaganda|demining|official public sources|constitutional authorities|Kremlin’s 10-year plan|Kyiv Independent
G70BYFUB0R_D8SMC0LZ4EKEQZA,South Africa | Israel | genocide | United Nations | International Court of Justice | Palestinians | Gaza | military campaign | Hamas | Vaughan Lowe | Genocide Convention | apartheid | African National Congress | International Criminal Court | Organization of Islamic Cooperation | Antony Blinken | Hamas | Hezbollah | Houthis | Iran | Israeli military | Benjamin Netanyahu | Max du Plessis | Human Rights Watch | Rohingya | Ukraine | Israeli Foreign Ministry | Lior Haiat | Antoinette Radford | CNN
G8PFZYKJPA_N2A895ZLEBIR2KF,Petri Sarvamaa|EU parliament|petition|revoke|Hungary's voting rights|European Council|membership rights|erosion of the rule of law|obstructive behavior|EU consensus building|Ukraine|sanctions against Russia|economic concessions|signatures|Roberta Metsola|European Union|values|majority|voting rights suspended|Kyiv Independent
GC1E4H47WN_LMIPEO8PMIOBJAT,European Commission | President Ursula von der Leyen | EU funds | Hungary | European Parliament | judicial independence | abuse of power | corruption | coronavirus aid | EU lawmakers | political and legal action | vote of no confidence | resolution | Strasbourg | Prime Minister Viktor Orbán
GCLDV7PED3_QZMNNJNG1LMIMP2,'Israeli hostage families' | 'Hamas tunnel' | '100 days' | 'kidnapped' | 'terror group' | 'Hostage Square' | 'Tel Aviv' | 'held captive' | 'October 7 attacks' | 'Hamas underground tunnel network' | 'International Committee of the Red Cross' | 'Israeli officials' | 'Gaza Strip' | 'Qatar' | 'medicines' | 'Hostages and Missing Families Forum' | 'Emmanuel Macron' | 'French President' | 'world leaders' | 'Israeli government' | 'concessions' | 'hostage release' | 'public pressure' | 'Rachel Goldberg-Polin' | 'masking tape' | 'solidarity' | 'The Telegraph'
GFEOCV04BQ_858RWHIU5AWHFUJ,Russian poet | Lev Rubinstein | Soviet underground literary scene | protest | President Vladimir Putin | Russian conceptualist movement | socialist realism | hit by a car | Moscow | traffic violations | Memorial | Ukraine | criminal war | Kremlin | note-card poems | USSR | human rights violations | war in Chechnya | annexation of Crimea | opposition demonstrations | invasion of Ukraine | investigation | accident
GG6V0NLSQV_AN3HWSE0ZCPY7OG,"Editor’s note|video|headlines|KXAN News Today|January 17, 2024|AUSTIN|federal court|Central Texas credit union|embezzlement|U.S. Attorney’s office|Tracy Mikulencak|A+ Federal Credit Union|unauthorized withdrawals|customer accounts|FBI|Georgetown Police Department|Jaime Esparza|Western District of Texas|restitution|latest news|weather|sports|streaming video|KXAN Austin"
GY02GUKOMJ_MFDZOI8X2V1SL6H,"JAKARTA | Reuters | Indonesia | Boeing 737 MAX 9 planes | grounding | emergency landing | United States | transport ministry | cabin panel | Alaska Airlines | U.S. Federal Aviation Administration | FAA | Portland, Oregon | Ontario, California | Lion Air | mid cabin emergency exit door type II | mid exit door plug | Stanley Widianto | Bernadette Christina | Mark Potter"
H3CGBNQ9I0_1T7OIEQC6J5MK2R,cyber attack | online access | Kansas courts | Russian-based ransomware group | Kansas Chief Justice | Marla Luckert | Kansas Legislature | State of the Judiciary address | ransomware attack | Office of Judicial Administration | malware | electronic access systems | sensitive information | online records | federal law enforcement
HCPT01DSNH_KWKC9H2J9P0KP2O,NASHVILLE | Tenn. | WKRN | Canadian pop punk band | Sum 41 | headlining tour | Nashville’s Ryman Auditorium | “Tour of the Setting Sum” | final album | “Heaven :x: Hell” | final show | Toronto | ON | January 2025 | The Interrupters
HDIHJRX2P0_6GOWD9J9OKWJBP8,European Commission|resign|EU funds|Hungary|rule of law|European Parliament|abuse of power|corruption|Brussels|coronavirus aid|political and legal action|vote of no confidence|President Ursula von der Leyen|Strasbourg|Viktor Orbán|EU aid package for Ukraine|Daniel Freund
HH6X9CR7RD_8B8AA3FYERS24SK,error...
HHKJZUQASM_U103B637LXI518R,'Joint US-UK strikes' | 'Houthi targets' | 'Yemen' | 'Rishi Sunak' | 'Red Sea' | 'military action' | 'UK security' | 'Labour' | 'Sir Keir Starmer' | 'Middle East' | 'Houthis' | 'Sanaa' | 'cargo ships' | 'civilian casualties' | 'United Kingdom Maritime Trade Operations' | 'Aden' | 'Iran' | 'Israel-Gaza conflict' | 'international shipping' | 'Liberal Democrats' | 'SNP' | 'Plaid Cymru' | 'Stephen Flynn' | 'Sir Ed Davey' | 'US intelligence' | 'airstrikes' | 'BBC News'
HJDIE0ZUT1_FEP0XA4CFL4NHQX,Two British brothers | museum raid | Switzerland | Chinese Ming dynasty artefacts | Museum of Far Eastern Art | Geneva | 14th Century vases | Stewart and Louis Ahearne | south-east London | Palais de Justice | theft | trespass | damage to property | extradition | Home Secretary | Patrick Monney | Swiss Prosecutors Office | Geneva Police | Hong Kong | auction house | reconnaissance | burglary | debt | CCTV | Renault Captur | Avis | Geneva Airport | pre-planning | Champ-Dollon prison
HJHC6YZE1Z_8MTH9U8VNDQYBD9,"Israeli companies|strike|solidarity|130 hostages|Gaza Strip|Israeli umbrella organization|trade unions|Histadrut|Gaza war|rally|Tel Aviv|Arnon Ben-David|new Israel|rebuild|Palestinian Islamist organization|Hamas|militants|extremist groups|bloody raid|massive airstrikes|ground offensive|Hamas-controlled health authorities|24,000 killed|60,600 injured|Israeli campaign"
HTMBLPLNPY_3PY0GUUX35QQPAG,Somalia | Ethiopia | Addis Ababa | port lease | Somaliland | independence | Red Sea | diplomatic crisis | African Union | territorial integrity | Berbera | Gulf of Aden | Djibouti | Intergovernmental Authority on Development | Al Shabaab | Horn of Africa | Mike Hammer | Arab League | international law
HW1GOOU9JZ_ARWDWUYZA0HIRCA,Poland | aviation | alert | Russia | missile attacks | Ukrainian territory | 13 January | Operational Command of the Polish Armed Forces | European Pravda | increased activity | Russian Federation's long-range aviation | safety of Polish airspace | Polish General Staff | Russian missile | Ukrainian air defence units | electronic warfare systems
HXRTB2J1XU_HJQ0PSOLSH17ISX,'Sixty years|Space Age|Orlando|The Plaza Live|iconic feature|Milk District|Mayor Buddy Dyer|David Schillhammer|Orlando Philharmonic Plaza Foundation|Plaza Live renovations|Central Florida|Plaza Theatre|The Rocky Horror Picture Show|historic landmark|Florida Department of State’s Division of Historical Resources|Kay Hardesty Logan Foundation|multimillion renovation project|Judy Collins|Resonate festival|Winter Park Events Center|Orlando Philharmonic Orchestra|Mary Palmer Room|Robert E. Collins|Weeki Wachee|Cameo Theater|Orange County|tourist-development tax|AdventHealth|AEG Presents|RBmarks Construction|Jennifer Coolidge'
I5SJB4YT4W_Z9AFOCMDAHUBU9G,Ukraine | territorial compromises | partners | Andriy Yermak | presidential chief-of-staff | briefing | Davos | high-level meetings | leadership meetings | Crimea | Rustem Umerov | Minister of Defense | war in Donbas | full-scale invasion | Ukrainian Peace Formula Summit
I8QU6Q52RH_5I2FVJZR87LVIPC,Japan|spy satellite|orbit|intelligence tracking|military sites|North Korea|H2A liquid-fuel rocket|Tanegashima Space Centre|radar satellite|natural disasters|earthquake|Ishikawa|reconnaissance satellites|H3 rocket|Mitsubishi Heavy|Japan Aerospace Exploration Agency|missile launches|Pyongyang|Kim Jong-un|weapons programme|Prime minister Fumio Kishida|national security strategy|Tomahawk|cruise missiles|China
ICAY2DFQZM_O9LM8RE5LZQ12DA,LAS VEGAS | KLAS | Workers | Sunrise Hospital & Medical Center | unionize | largest successful union election | Nevada hospital | recent history | Service Employees International Union | SEIU | health care workers | Nevada | union statement | SEIU Local 1107 | Todd P. Sklamberg | CEO at Sunrise | labor union | Sam Shaw | Michelle Maese | SEIU Local 1107 | KLAS
ICWP9CAD22_E9E0TZOMHJYX8PE,Iran's announcement|strikes|spy headquarters|anti-Iranian terrorist groups|US State Department|condemning Iran's attacks|Erbil|Matthew Miller|Government of Iraq|Kurdistan Regional Government|Biden administration|nuclear weapon|Northern Iraq|Syria|Behnam Ben Taleblu|Foundation for Defense of Democracies|ballistic missile capabilities|Iranian Islamic Revolutionary Guard Corps|civilians|injured|regional fire|ballistic missile program|Middle East|Tehran|ISIS-K|solid-propellant short-range|close-range ballistic missiles|precision strike capabilities|Iran-Iraq War|condemnation of Iran’s attacks
IFVSCU4NJF_PX637F7PJX3X36X,Israel | Qatar | Gaza | hostages | Hamas | war | Prime Minister Benjamin Netanyahu | medicine | Reuters | Palestinians | United States | cease-fire | Palestinian detainees | humanitarian aid | International Committee of the Red Cross | Hostages and Missing Families Forum | United States State Department | Secretary Antony Blinken | Middle East | diplomatic relations
IHEIXC4X01_ZAPGKY8SEA2EPMW,error...
IIIR84TDGX_QM5M0SFZO70IPSD,'President Biden|U.S.|U.K.|retaliatory strikes|Houthi rebels|Yemen|tensions|Red Sea|Iran-backed rebel group|strikes on ships|Israel|Hamas|Gaza|shipping companies|trade route|Zaydi Shiite movement|Sunni government|Saudi financial and religious influence|capital|north|Iran|Hezbollah|weapons|financial support|Wilson Center|Ali Abdullah Saleh|humanitarian crisis|United Nations|Palestinian militant group|hostages|commercial ships|Maersk|global economy|shipping costs|Associated Press|direct military offensive|wider war|The Hill'
IJLK1A1QN4_3CPZVGW5843XFCV,"AUSTIN, Texas | 20-year-old man | arrested | charged | felonies | robbed | car | Austin Police Department | robbery | East William Cannon Drive | victim | car keys | threat | firearm | stolen car | Hays County deputies | Hays County Sheriff’s Office | Special Services Division | narcotics related offenses | Jose Cruz | Manufacturing/Delivery of a controlled substance | Aggravated Robbery | Possession of a controlled substance | fentanyl | Hays County Jail | APD Robbery tip line | Capitol Area Crime Stoppers"
IN6XAJJ26G_37ID1VE3QYQ1O9C,error...
IX4IMGORNN_HQVCEK2MD72G1MI,Russian Foreign Ministry|Moldovan government|media officials|persecution of Russian|Russian-language media|discrimination against Russian citizens|NewsMaker|Kremlin|Moldovan officials|Russian media sites|disinformation|local elections|Supreme Security Councilmember Adrian Balutel|Secretary General Artur Mija|Presidential Adviser for Foreign Affaris and Strategic Communications Olga Rosca|Stela Untila|Moldovan Ambassador Lilian Darie|Chisinau|Moldova|Moscow's sphere of influence|military budget|NATO|European Council|EU accession talks|Ukraine|Prime Minister Dorin Recean|Russian citizenship|Institute for the Study of War|political instability|pro-Russian separatists|Transnistria|Kyiv Independent
IXI2ESTWXY_SYXCAMDDWU7XI04,BUDAPEST | Reuters | foreign ministers | Hungary | Ukraine | western Ukraine | January | Hungarian government | NATO-member | ethnic Hungarians | European Union aid | EU budget | Russia's invasion | accession talks | Prime Minister Viktor Orban | Uzhorod | Ungvár | social media platform X | Twitter | Ukrainian President Volodymyr Zelenskiy | Argentine President Javier Milei | chief of staff | Hungarian Foreign Minister Peter Szijjarto | high-level summit | significant results | Gergely Szakacs | Emelia Sithole-Matarise
IZJ7OJ5VK6_RKY1JJRMBZ6SNDS,German Foreign Minister | Annalena Baerbock | South-East Asia | Philippines | territorial disputes | South China Sea | China's aggressive policy | Enrique Manalo | Manila | Vietnam | Malaysia | Brunei | Taiwan | natural resources | Chinese coastguard | international arbitration court | geopolitical issues | fishing grounds | oil and natural gas | sea routes | skilled labour | technical training centre | mechatronics engineers | bilateral deal | nurses | recruitment
J1FU9EGMHI_XA1UKR53DIDPBVY,SEOUL | Reuters | South Korea | $3 million | humanitarian aid | Japan | Noto peninsula | earthquake relief | foreign ministry | recovery work | damaged areas | local residents | magnitude 7.6 quake | New Year's Day | President Yoon Suk Yeol
J49A0637WW_40IXQSYMD7KVIPA,combat clashes | contact line | missile strikes | airstrikes | multiple rocket launchers | General Staff of the Armed Forces of Ukraine | Defence Forces | Rocket Forces | Sivershchyna | Slobozhanshchyna | Kupiansk front | Ukrainian Defence Forces | Lyman front | Bakhmut front | Avdiivka front | Marinka front | Shakhtarske front | Zaporizhzhia front | Dnipro River | Russian forces
J4NCZCV3DN_G08T27T8VFUBI60,JERUSALEM | Israel-Hamas war | conflict | Hamas | southern Israel | Gaza Strip | airstrikes | ground offensive | destruction | Palestinians | Gaza | hospitals | hunger | U.N. monitors | Israeli military | Lebanon's Hezbollah militia | cross-border skirmishes | Palestinian Health Ministry | Israeli officials | international observers | aid groups | deaths | civilians | soldiers | militants | destruction | humanitarian situation | injuries | displacement | hostages | prisoners | munitions | rockets
J5NA0IGIWC_N05UOK19VOCTH2N,U.S. and British militaries | Iranian-backed Houthis | Yemen | Tomahawk missiles | fighter jets | President Joe Biden | Red Sea | anti-ship ballistic missiles | international commerce | housing access | Ohio | Associated Press | Sanaa | Hodieda | Amin Ali Saleh | Hani Ahmed | Taiz | Israel-Hamas war | White House | drone and missile attacks | Gulf of Aden | Defense Secretary Lloyd Austin | U.K. Prime Minister Rishi Sunak | Royal Air Force | Netherlands | Canada | Bahrain | Australia | Denmark | Germany | New Zealand | South Korea | Houthi rebels | Ali al-Qahoum | Al-Masirah | Al-Dailami Air Base | Hodeida | Saada | Hajjah | Dhamar | U.N. Security Council | Iran | Russia | China | Algeria | Mozambique | maritime mission | Secretary of State Antony Blinken | Suez Canal | Bab el-Mandeb Strait | Operation Prosperity Guardian | Gulf of Aden | Pentagon | Hamas attacks | Israel | Fox 8 Cleveland WJW.
J8WFIQS2GG_AYI6CBJYCH4KBON,ST. PETERSBURG | Fla | Dusanka Gradiski-Ivanova | ballet | art of dance | Macedonia | Macedonian ballet | Russia | soloist | U.S. | Ballet Academy of St. Petersburg | Nikola Tesla Science Foundation award | The Nutcracker | Sleeping Beauty | Florida
J9QOLE3KHR_XSUPJ6U0ELGGTYK,error...
J9QZBU8YVX_NVS74CQIBND2WTO,U.S. State Department | safety warning | deaths of Americans | suspicious circumstances | Colombia | homicides | involuntary drug overdoses | online dating apps | crimes against foreign visitors | thefts | violent deaths | Alaska Airlines | Cartagena | Bogotá | U.S. Embassy in Colombia | Level 3 Travel Destination | crime | terrorism | civil unrest | kidnapping | KTLA
JFST4YSYRL_9LI09QNRDOTO3W7,"Jan. 4-11, 2024|photo gallery|Asia-Pacific region|The Associated Press|Black Nazarene procession|Manila|Philippines|Democratic Progressive Party|Taipei|Taiwan|presidential election|Bangladeshi newspaper|Prime Minister Sheikh Hasina|election victory|Dhaka"
JHZJ0T33FK_J12IB3CS3H1L4C4,Russian attacks|Kherson Oblast|injured|Ukrainian forces|liberated Kherson|Dnipro River|indiscriminate attacks|civilian casualties|residential area|Roman Mrochko|military administration|Beryslav|medical assistance|Romashkove|Kyiv Independent
JKHXQHFV8D_BA9WDX8GTGUJQ1J,'Vladimir Putin' | 'attack Nato' | 'five to eight years' | 'Germany' | 'Baltic nations' | 'defences' | 'borders' | 'Russia' | 'Belarus' | 'Boris Pistorius' | 'German defence minister' | 'military threat situation' | 'Kremlin' | 'Estonia' | 'Latvia' | 'Lithuania' | 'bunkers' | 'Nato military official' | 'all-out war' | 'Adml Bauer' | 'Nato military committee' | 'Finland' | 'Petteri Orpo' | 'Israel-Hamas war' | 'Ukraine' | 'global stockpiles of weapons' | 'EU' | '155mm artillery shells' | 'Kyiv' | 'Ukrainian military' | 'Washington' | 'US support for Ukraine' | 'Republicans' | 'nuclear shield' | 'French nuclear deterrent'
JPXTGTX1R9_19SS8ECA9RZV503,Iran | foreign minister | Israel | attacks | Israeli forces | Gaza | Hossein Amirabdollahian | proxy terrorist groups | U.S. targets | Hamas | regional conflict | genocide | World Economic Forum | Davos | Red Sea | Houthi rebels | Yemen | missile and drone attacks | international trade vessels | Benjamin Netanyahu | Hezbollah | Lebanon | President Biden | IDF
JQK3MIGKUS_F9XUJFXZB2PL2JG,Chicago | Chicago police | public's help | missing 14-year-old girl | Antwanette McQueen | Tuesday | 5900 block of N. Ravenswood Avenue | Chicago Police Department | Black girl | brown hair | brown eyes | 5-foot-1 | 130 pounds | CPD's Special Victims Unit | 312-744-8266
JVI4X5622W_88F0L43QUS61N0V,'Boeing|Ryanair|engineers|quality checks|Alaska Airlines incident|Boeing 737 Max 9|Max 8 variant|Max 10s|Michael O'Leary|delivery delays|quality control|US factories|Seattle|Wichita|David Calhoun|Federal Aviation Administration (FAA)|Stan Deal|emergency landing|flight control system|Kirkland H. Donald
K08AXP66Q3_Q51GUX48QWNIW08,Two doll-like figures | three-fingered hand | proof of extraterrestrial life | paper | glue | metal | human and animal bones | forensics experts | Peru’s customs authorities | Mexico | Peru’s prosecutor’s office | forensic archaeologist Flavio Estrada | synthetic glues | pre-Hispanic times | X-ray examinations | Mexican journalist José Jaime Maussan | non-human beings | terrestrial evolution | Peruvian doctors | recently manufactured dolls | British journalism | The Telegraph
K0PW63FY7T_A1THI0C0C7QDYM6,error...
K1PEPTVSZU_I6599FW2LO17HE5,"Russia|recruiting|30,000 new soldiers|Ukrainian intelligence official|front lines|ISW|operational level rotations|Ukraine|Vadym Skibitskyi|Institute for the Study of War|meat grinder|Bakhmut|Avdiivka|human wave tactics|salary considerations|RBC-Ukraine|massive mobilization|Putin|elections|mobilization|Federal Security Service|protesting|The Washington Post|Telegram|Business Insider"
K2342LSGNJ_KH6CVPD5DM8F2A8,Reuters|Swiss drugmaker|Novartis|Cytokinetics|U.S. drug developer|shares|Wall Street Journal|deal|AstraZeneca|Johnson & Johnson|market rumors|market capitalization|takeover interests|CNBC|Vasant Narasimhan|M&A strategy|Truist Securities|Srikripa Devarakonda|aficamten|hypertrophic cardiomyopathy
K37CAS40LX_WVS9L4SLLLKSAWQ,Russia | information operations | public opinion | Ukraine | elections | Europe | 2024 | Jamie Rubin | U.S. State Department's Global Engagement Center | disinformation | 2016 U.S. presidential election | Brexit vote | Austria | U.K. | European Parliament | Georgia | Latin America | Middle East | NATO | Finland | Sweden | Turkey
K85O3WQM69_ORXKTUYTSCXTT89,error...
K8XD9MUTW3_ER0FU504RKRLEUL,"'Four tanks|oil depot|western Russia|Ukrainian drone strike|evacuate|Rosneft|1,000 square metres|Klintsy|Bryansk Region|Tass news agency|Alexander Bogomaz|aeroplane-style drone|Russian oil facilities|cross-border attacks|Ukrainian strategy|Andriy Yusov|GUR military intelligence agency|aggressor state’s military facilities|logistics|Russian troops|Ukrainian forces|GUR|massive fire|defence ministry|radio-electronic means|oil reservoirs|Anton Gerashchenko|air defence units|Ukrainian drones|emergency services|firefighters|energy infrastructure|supply lines|St Petersburg|Oleksandr Kamyshin|Interfax-Ukraine|gunpowder factory|Tambov region|Belgorod|Orthodox Epiphany festivities'"
KAS9I8N721_QZXMIOJHZ8UP3ZU,Two popular American podcasters|apologise|Australia|mocked|abbreviation|Jennifer Welch|I've Had It podcast|Angie Sullivan|piss off an entire country|word brekkie|breakfast|TV series Sweet Home Oklahoma|comedy podcast|Aussie redemption tour|Instagram influencers|Australian slang|US embassy in Australia|slang words|Sleeve Irwin|sweatshirt
KBZEZI9G2A_0QWYJJY4R6YM0SQ,United Kingdom| $3.2 billion| military aid| Ukraine| Russia's invasion| Rishi Sunak| Kyiv| Russian invasion| long-range missiles| drones| air defense| artillery ammunition| maritime security| humanitarian aid| English language training| U.S.| Biden administration| North Korea| Iran| Vladimir Putin| Security Agreement| Volodymyr Zelenskyy| cease-fire| Iran-backed Houthis| Yemen| Red Sea| Associated Press
KDXWH2WDS0_2UOYQJQKLI28CVM,Two British brothers | museum raid | Switzerland | Chinese Ming dynasty artefacts | clear a debt | Museum of Far Eastern Art | Geneva | burglary | 14th Century vases | Stewart and Louis Ahearne | south-east London | theft | trespass | damage to property | extradition | Home Secretary | Patrick Monney | Swiss Prosecutors Office | Geneva Police | Hong Kong | auction house | reconnaissance | CCTV | Renault Captur | Avis | Geneva Airport | Champ-Dollon prison
KGF7CP0FDA_ZPBKHDLK1A4K2ZT,'Boeing cargo airliner|emergency landing|Florida|engine malfunction|New York-based Atlas Air|Miami international airport|Federal Aviation Administration (FAA)|Puerto Rico|General Electric GEnx engines|engine fire|General Electric Aerospace|National Transportation Safety Board|safety incidents|Alaska Airlines 737 Max 9|Mike Whitaker|737 Max 9 aircraft model|Nippon Airlines|737 Max 8 jet crashes|Atlas Air|NTSB investigation|Dave Calhoun|Kirkland Donald|Boeing’s quality management system'
KKQ5CJ5A84_7NFLXFU3WDYV3WA,CHICAGO | Rock Island Metra train | vehicle | Morgan Park neighborhood | delays | Tuesday morning | inbound #404 train | 111th Street and Marshfield Avenue | Chicago Fire Department | car | driver | Passengers | replacement | injuries | Rock Island service updates
KOADGSZKHM_BTBXVNJKB84AFSM,KYIV | Reuters | Ukrainian President | Volodymyr Zelenskiy | British Prime Minister | Rishi Sunak | security accord | two countries | NATO | unprecedented security agreement | United Kingdom | partners | Ukraine | Russian invasion | Britain | Sergiy Karazy | Max Hunder | Mark Heinrich
KRQFBJRHL1_B3APJQH07WF8UBO,'Baluchistan|Iran|Pakistan|security forces|militant groups|tensions|Baluch people|Sunni Muslims|Shiite Islam|terrorist targets|Pakistani air strikes|Sunni militant separatist group|Jaish al-Adl|Army of Justice|ethnic Baluch separatist insurgency|China-Pakistan Economic Corridor|CPEC|Beijing's Belt and Road Initiative|BRI|Taliban|Islamic State group|Sistan-Baluchistan province|protests|economic and political discrimination|fuel carriers|Amnesty International|executions|Baluch minority|natural resources'
KTLHFIYPHO_VSYEU3S29DJFORS,error...
KUWO593QIB_1MIIEDDPX2QGL1Z,Japan|spy satellite|orbit|intelligence tracking|military sites|North Korea|H2A liquid-fuel rocket|Tanegashima Space Centre|radar satellite|natural disasters|earthquake|Ishikawa|reconnaissance satellites|high-definition data|H3 rocket|Mitsubishi Heavy|Japan Aerospace Exploration Agency|success rate|missile launches|Pyongyang|Kim Jong-un|weapons programme|Prime minister Fumio Kishida|national security strategy|Tomahawk|cruise missiles|self-defence-only postwar principle|China
L24SAVH76N_H5FOB4JBA15856H,Ukraine | Russia | invasion | peace | China | Beijing | Moscow | Ukrainian President | Volodymyr Zelensky | Switzerland | Davos | World Economic Forum | Chinese Premier | Li Qiang | Chinese officials | war | ceasefire | Russian troops | Middle East | Gaza | Chinese Foreign Minister | Wang Yi | Arab League | Israel | Palestine | two-state solution | Global South | United States | peace summit | Switzerland | territorial integrity | Saudi Arabia | Kyiv | Moscow | CNN
L3JFDGEJA7_ZYS8712NZC8TLOM,'US and UK militaries|strikes|Houthi targets|Yemen|Biden administration|Iran-backed militant group|commercial shipping|Red Sea|US President Joe Biden|international maritime vessels|United Kingdom|Australia|Bahrain|Canada|Netherlands|British Prime Minister Rishi Sunak|self-defense|US Air Forces Central Commander Lt. Gen. Alex Grynkewich|Iranian-backed Houthi militant locations|Houthi assets|command and control nodes|munitions|depots|launching systems|production facilities|air defense radar systems|Joint Staff Lt. Gen. Douglas Sims II|Middle East|Houthi attacks|fighter jets|Tomahawk missiles|USS Florida|guided missile submarine|USS Philippine Sea guided missile cruiser|Arleigh Burke-class guided missile destroyers|USS Gravely|USS Mason|F18s|USS Dwight D. Eisenhower aircraft carrier|British Typhoon jets|RAF Akrotiri|Voyager air-to-air refuelling tankers|UK junior armed forces minister James Heappey|Houthi-controlled Yemen|drone and missile attacks|Emmanuel Slaars|French forces|Red Sea|Houthis|Iran-backed Shia political and military organization|Saudi Arabia|civil war|Palestinian people|Israel|Hamas|Gaza|humanitarian crisis|famine|economic turmoil|extreme poverty|capital Sanaa|Saudi-backed government|United Nations Development Programme (UNDP)|Houthi attacks|Secretary of Defense Lloyd Austin|prostate cancer|Middle East|Pentagon spokesman Maj. Gen. Pat Ryder|Hussein al-Ezzi|Abdul Malek Al-Houthi|Mohammed Ali al-Houthi|Supreme Revolutionary Committee|anti-ship ballistic missile|M/T Khalissa|Gulf of Aden|Hodeidah|US Department of Defense|US Secretary of State Antony Blinken|Bahrain|US Naval Forces Central Command|Navy’s Fifth Fleet|United Nations Security Council|Japan-led resolution|China|Russia|Council on Foreign Relations|airstrikes|Iran|Saudi Arabia|US Navy|US Virgin Islands|Islamic Revolutionary Guard Corps|Vice Adm. Bradley Cooper|US Navy Central Command|CNN'
L3TPXHVYUH_PCXWQX1EMGUHVG7,Russian occupiers|advance|attacked|7 fronts|3 airstrikes|16 times|multiple-launch rocket systems|Ukrainian troops|populated areas|64 combat clashes|General Staff of the Armed Forces of Ukraine|Facebook|Khortytsia Operational Strategic Group|Kupiansk front|Synkivka|Kharkiv Oblast|Lyman front|Makiivka|Luhansk Oblast|Terny|Donetsk Oblast|Bakhmut front|Klishchiivka|Tavriia Operational Strategic Group|Avdiivka front|Novobakhmutivka|Stepove|Avdiivka|Pervomaiske|Nevelske|Marinka front|Heorhiivka|Marinka|Novomykhailivka|Zaporizhzhia front|Verbove|Zaporizhzhia Oblast|Odesa Operational Strategic Group|Kherson front|Ukraine's Air Force|Rocket Forces and Artillery|Russian military personnel|weapons and equipment|command post|ammunition storage points|Support UP|patron
L45J0TMI0A_PAVGDWPKXQEG8TZ,Australia|Jan. 18|rejected|request|access|retired Taipan helicopters|ABC Australia|Jan. 12|Australian Federation of Ukrainian Organizations|supply Ukraine|45 decommissioned Taipan helicopters|Defense official Pat Conroy|flying condition|taxpayers' funds|Ukraine|Russian forces|Australian officials|Kyiv|sustainable assistance|Kyiv Independent
L4GF1Y8AEA_NGR5KXIRC42AS04,Ukraine's military spy chief | Kyrylo Budanov | Kyiv's attacks | Russian-annexed Crimea | Moscow's economy | sanctions | Ukrainian incursions | Russia's Black Sea Fleet | Sevastopol | Crimean peninsula | naval base | Black Sea coast | Abkhazia | attack drones | minefields | World War II | Russian economy | Western sanctions | Kremlin | Russia's main economic sectors | financial system | war in Ukraine | GUR military intelligence unit | Russia's attack on Ukraine | negotiations
LED1IBEIGW_F6JWIFBTK2K50WX,'Estonian authorities' | 'professor with Russian citizenship' | 'spying for Russia' | 'Estonia's Internal Security Service (ISS)' | 'undue influence from Russia' | 'cyber-attack' | 'Viacheslav Morozov' | 'University of Tartu' | 'political theory' | 'arrest' | 'Kristiina Tonnisson' | 'Johan Skytte Institute of Political Studies' | 'Toomas Asser' | 'anti-democratic actions' | 'Margo Pallosson'
LEIXJN3TAC_250EC5ABDYLHTDP,Russian attacks | Ukraine | casualties | Zaporizhzhia | Sumy | Chernihiv | Mykolaiv | Luhansk | Dnipropetrovsk | Donetsk | Kharkiv | Kherson | Donetsk Oblast | Kharkiv Oblast | Kherson Oblast
LHLVKB7C2Z_K4P4I36TRU23C1J,'Ukrainian drones' | 'oil depot' | 'Russia’s Leningrad Oblast' | 'Main Intelligence Directorate of the Defense Ministry (HUR)' | 'Jan. 18' | 'Russian media' | 'drone assault' | 'oil terminal' | 'St. Petersburg' | 'Russian oligarchs' | 'Vladimir Putin' | 'electronic warfare systems' | 'UAV' | 'oil storage terminal' | 'Baltic region'
LJXAUZCPGP_8M8FFC3V226WCTM,German-Iranian citizen | arrested | Iran | 2020 | temporary release | electronic ankle monitor | Nahid Taghavi | furlough | Mariam Claren | Tehran | human rights | Amnesty International | Revolutionary Court | national security-related charges | prison | Mostafa Nili | British-Iranian citizen | Mehran Raouf | illegal group | propaganda against the regime | Human Rights Watch | Evin prison | health concerns | diabetes | high blood pressure | Narges Mohammadi | house arrest | Christian Buck | medical grounds | CNN
LMJA3SJF51_IF4T586OU10G241,'Middle East' | 'Iran' | 'Pakistan' | 'Israel-Gaza war' | 'Vali Nasr' | 'Johns Hopkins University' | 'Gaza war' | 'Hamas' | 'United States' | 'Hezbollah' | 'axis of resistance' | 'Islamic Revolutionary Guards Corps' | 'Mossad spy agency' | 'Islamic State' | 'Baloch separatists' | 'Seyed Mohammad Marandi' | 'University of Tehran' | 'Qasem Soleimani' | 'Mohammad Ali Shabani' | 'Amwaj media' | 'Hina Rabbani Khar' | 'Israel' | 'Hamas' | 'Robin Wright' | 'Woodrow Wilson International Centre for Scholars' | 'Sanam Vakil' | 'Chatham House'
